date,cluster_nl,prediction
2023-01-01,BRAND_9259_COUNTRY_6B71,1.0796527862548828
2023-02-01,BRAND_9259_COUNTRY_6B71,1.0812759399414062
2023-03-01,BRAND_9259_COUNTRY_6B71,1.0812759399414062
2023-04-01,BRAND_9259_COUNTRY_6B71,1.0812759399414062
2023-05-01,BRAND_9259_COUNTRY_6B71,1.0812759399414062
2023-06-01,BRAND_9259_COUNTRY_6B71,1.0812759399414062
2023-07-01,BRAND_9259_COUNTRY_6B71,1.0812759399414062
2023-08-01,BRAND_9259_COUNTRY_6B71,1.0812759399414062
2023-09-01,BRAND_9259_COUNTRY_6B71,1.0812759399414062
2023-10-01,BRAND_9259_COUNTRY_6B71,1.0812759399414062
2023-11-01,BRAND_9259_COUNTRY_6B71,1.0812759399414062
2023-12-01,BRAND_9259_COUNTRY_6B71,1.0812759399414062
2023-01-01,BRAND_F649_COUNTRY_1033,1.0239839553833008
2023-02-01,BRAND_F649_COUNTRY_1033,1.0256071090698242
2023-03-01,BRAND_F649_COUNTRY_1033,1.0256071090698242
2023-04-01,BRAND_F649_COUNTRY_1033,1.0256071090698242
2023-05-01,BRAND_F649_COUNTRY_1033,1.0256071090698242
2023-06-01,BRAND_F649_COUNTRY_1033,1.0256071090698242
2023-07-01,BRAND_F649_COUNTRY_1033,1.0256071090698242
2023-08-01,BRAND_F649_COUNTRY_1033,1.0256071090698242
2023-09-01,BRAND_F649_COUNTRY_1033,1.0256071090698242
2023-10-01,BRAND_F649_COUNTRY_1033,1.0256071090698242
2023-11-01,BRAND_F649_COUNTRY_1033,1.0256071090698242
2023-12-01,BRAND_F649_COUNTRY_1033,1.0256071090698242
2023-01-01,BRAND_8779_COUNTRY_84C8,1.0098896026611328
2023-02-01,BRAND_8779_COUNTRY_84C8,1.0115127563476562
2023-03-01,BRAND_8779_COUNTRY_84C8,1.0115127563476562
2023-04-01,BRAND_8779_COUNTRY_84C8,1.0115127563476562
2023-05-01,BRAND_8779_COUNTRY_84C8,1.0115127563476562
2023-06-01,BRAND_8779_COUNTRY_84C8,1.0115127563476562
2023-07-01,BRAND_8779_COUNTRY_84C8,1.0115127563476562
2023-08-01,BRAND_8779_COUNTRY_84C8,1.0115127563476562
2023-09-01,BRAND_8779_COUNTRY_84C8,1.0115127563476562
2023-10-01,BRAND_8779_COUNTRY_84C8,1.0115127563476562
2023-11-01,BRAND_8779_COUNTRY_84C8,1.0115127563476562
2023-12-01,BRAND_8779_COUNTRY_84C8,1.0115127563476562
2023-01-01,BRAND_9E22_COUNTRY_5180,1.0572617053985596
2023-02-01,BRAND_9E22_COUNTRY_5180,1.0572617053985596
2023-03-01,BRAND_9E22_COUNTRY_5180,1.0572617053985596
2023-04-01,BRAND_9E22_COUNTRY_5180,1.0381317138671875
2023-05-01,BRAND_9E22_COUNTRY_5180,1.0572617053985596
2023-06-01,BRAND_9E22_COUNTRY_5180,1.0572617053985596
2023-07-01,BRAND_9E22_COUNTRY_5180,1.0572617053985596
2023-08-01,BRAND_9E22_COUNTRY_5180,1.0572617053985596
2023-09-01,BRAND_9E22_COUNTRY_5180,1.0572617053985596
2023-10-01,BRAND_9E22_COUNTRY_5180,1.0572617053985596
2023-11-01,BRAND_9E22_COUNTRY_5180,1.0572617053985596
2023-12-01,BRAND_9E22_COUNTRY_5180,1.0572617053985596
2023-01-01,BRAND_C352_COUNTRY_88A3,1.0676214694976807
2023-02-01,BRAND_C352_COUNTRY_88A3,1.0676214694976807
2023-03-01,BRAND_C352_COUNTRY_88A3,1.0676214694976807
2023-04-01,BRAND_C352_COUNTRY_88A3,1.0676214694976807
2023-05-01,BRAND_C352_COUNTRY_88A3,1.0676214694976807
2023-06-01,BRAND_C352_COUNTRY_88A3,1.0676214694976807
2023-07-01,BRAND_C352_COUNTRY_88A3,1.0676214694976807
2023-08-01,BRAND_C352_COUNTRY_88A3,1.0676214694976807
2023-09-01,BRAND_C352_COUNTRY_88A3,1.0676214694976807
2023-10-01,BRAND_C352_COUNTRY_88A3,1.0676214694976807
2023-11-01,BRAND_C352_COUNTRY_88A3,1.0676214694976807
2023-12-01,BRAND_C352_COUNTRY_88A3,1.0676214694976807
2023-01-01,BRAND_E57A_COUNTRY_458E,1.0299909114837646
2023-02-01,BRAND_E57A_COUNTRY_458E,1.031614065170288
2023-03-01,BRAND_E57A_COUNTRY_458E,1.031614065170288
2023-04-01,BRAND_E57A_COUNTRY_458E,1.031614065170288
2023-05-01,BRAND_E57A_COUNTRY_458E,1.031614065170288
2023-06-01,BRAND_E57A_COUNTRY_458E,1.031614065170288
2023-07-01,BRAND_E57A_COUNTRY_458E,1.031614065170288
2023-08-01,BRAND_E57A_COUNTRY_458E,1.031614065170288
2023-09-01,BRAND_E57A_COUNTRY_458E,1.031614065170288
2023-10-01,BRAND_E57A_COUNTRY_458E,1.031614065170288
2023-11-01,BRAND_E57A_COUNTRY_458E,1.031614065170288
