date,cluster_nl,prediction
2023-01-01,BRAND_9259_COUNTRY_6B71,1.0290064811706543
2023-02-01,BRAND_9259_COUNTRY_6B71,1.0281474590301514
2023-03-01,BRAND_9259_COUNTRY_6B71,1.0455119013786316
2023-04-01,BRAND_9259_COUNTRY_6B71,1.0407958030700684
2023-05-01,BRAND_9259_COUNTRY_6B71,1.040248155593872
2023-06-01,BRAND_9259_COUNTRY_6B71,1.0439112186431885
2023-07-01,BRAND_9259_COUNTRY_6B71,1.0479047298431396
2023-08-01,BRAND_9259_COUNTRY_6B71,1.042231559753418
2023-09-01,BRAND_9259_COUNTRY_6B71,1.0409986972808838
2023-10-01,BRAND_9259_COUNTRY_6B71,1.0544135570526123
2023-11-01,BRAND_9259_COUNTRY_6B71,1.0529093742370605
2023-12-01,BRAND_9259_COUNTRY_6B71,1.0516331195831299
2023-01-01,BRAND_F649_COUNTRY_1033,1.0332740545272827
2023-02-01,BRAND_F649_COUNTRY_1033,1.0335546731948853
2023-03-01,BRAND_F649_COUNTRY_1033,1.0342735052108765
2023-04-01,BRAND_F649_COUNTRY_1033,1.032967209815979
2023-05-01,BRAND_F649_COUNTRY_1033,1.0441211462020874
2023-06-01,BRAND_F649_COUNTRY_1033,1.0435036420822144
2023-07-01,BRAND_F649_COUNTRY_1033,1.0433601140975952
2023-08-01,BRAND_F649_COUNTRY_1033,1.0440083742141724
2023-09-01,BRAND_F649_COUNTRY_1033,1.0428816080093384
2023-10-01,BRAND_F649_COUNTRY_1033,1.0430821180343628
2023-11-01,BRAND_F649_COUNTRY_1033,1.0439702272415161
2023-12-01,BRAND_F649_COUNTRY_1033,1.0434893369674683
2023-01-01,BRAND_8779_COUNTRY_84C8,1.0015236139297485
2023-02-01,BRAND_8779_COUNTRY_84C8,1.0017296075820923
2023-03-01,BRAND_8779_COUNTRY_84C8,1.0049127340316772
2023-04-01,BRAND_8779_COUNTRY_84C8,1.0166128873825073
2023-05-01,BRAND_8779_COUNTRY_84C8,1.0159155130386353
2023-06-01,BRAND_8779_COUNTRY_84C8,1.0166784524917603
2023-07-01,BRAND_8779_COUNTRY_84C8,1.0180987119674683
2023-08-01,BRAND_8779_COUNTRY_84C8,1.0178333520889282
2023-09-01,BRAND_8779_COUNTRY_84C8,1.0179325342178345
2023-10-01,BRAND_8779_COUNTRY_84C8,1.01756751537323
2023-11-01,BRAND_8779_COUNTRY_84C8,1.0191482305526733
2023-12-01,BRAND_8779_COUNTRY_84C8,1.0187774896621704
2023-01-01,BRAND_9E22_COUNTRY_5180,1.0239441394805908
2023-02-01,BRAND_9E22_COUNTRY_5180,1.0239441394805908
2023-03-01,BRAND_9E22_COUNTRY_5180,1.0424106121063232
2023-04-01,BRAND_9E22_COUNTRY_5180,1.0373096466064453
2023-05-01,BRAND_9E22_COUNTRY_5180,1.0550463199615479
2023-06-01,BRAND_9E22_COUNTRY_5180,1.0608317852020264
2023-07-01,BRAND_9E22_COUNTRY_5180,1.0608317852020264
2023-08-01,BRAND_9E22_COUNTRY_5180,1.0608317852020264
2023-09-01,BRAND_9E22_COUNTRY_5180,1.0608317852020264
2023-10-01,BRAND_9E22_COUNTRY_5180,1.0608317852020264
2023-11-01,BRAND_9E22_COUNTRY_5180,1.0608317852020264
2023-12-01,BRAND_9E22_COUNTRY_5180,1.0608317852020264
2023-01-01,BRAND_C352_COUNTRY_88A3,1.0525468587875366
2023-02-01,BRAND_C352_COUNTRY_88A3,1.0543915033340454
2023-03-01,BRAND_C352_COUNTRY_88A3,1.0543915033340454
2023-04-01,BRAND_C352_COUNTRY_88A3,1.0575510263442993
2023-05-01,BRAND_C352_COUNTRY_88A3,1.058602213859558
2023-06-01,BRAND_C352_COUNTRY_88A3,1.058602213859558
2023-07-01,BRAND_C352_COUNTRY_88A3,1.058602213859558
2023-08-01,BRAND_C352_COUNTRY_88A3,1.058602213859558
2023-09-01,BRAND_C352_COUNTRY_88A3,1.058602213859558
2023-10-01,BRAND_C352_COUNTRY_88A3,1.058602213859558
2023-11-01,BRAND_C352_COUNTRY_88A3,1.058602213859558
2023-12-01,BRAND_C352_COUNTRY_88A3,1.058602213859558
